stanje,izvor,redak,pojmovi,odjeljak
prije,source/d02_pojmovnik.md,18,CFD; Računalna; mrežu,## Pojmovnik
prije,source/d02_pojmovnik.md,50,Mrežna; mreža; mreže,## Pojmovnik
prije,source/d02_pojmovnik.md,65,Rezidual; reziduali,## Pojmovnik
prije,source/d02_pojmovnik.md,66,mreža,## Pojmovnik
prije,source/d02_pojmovnik.md,74,Validacija; računalni,## Pojmovnik
prije,source/d02_pojmovnik.md,75,Verifikacija; diskretizacijsku,## Pojmovnik
poslije,source/d02_pojmovnik.md,18,CFD; Računalna; mrežu,## Pojmovnik
poslije,source/d02_pojmovnik.md,21,Diskretizacija,## Pojmovnik
poslije,source/d02_pojmovnik.md,51,Mrežna; mreža; mreže,## Pojmovnik
poslije,source/d02_pojmovnik.md,66,Rezidual; reziduali,## Pojmovnik
poslije,source/d02_pojmovnik.md,67,mreža,## Pojmovnik
poslije,source/d02_pojmovnik.md,75,Validacija; cfd,## Pojmovnik
poslije,source/d02_pojmovnik.md,76,Verifikacija; cfd,## Pojmovnik
prije,source/d03_tipicne_pogreske_po_poglavljima.md,227,validacijom,### 12 · Diferencijalni opis realnog toka {#pogreske-realni-tok .unnumbered .unlisted}
prije,source/d03_tipicne_pogreske_po_poglavljima.md,233,diskretizaciju,### 12 · Diferencijalni opis realnog toka {#pogreske-realni-tok .unnumbered .unlisted}
prije,source/d03_tipicne_pogreske_po_poglavljima.md,237,mreže,"### 13 · Gubitci, cjevovodi, crpke i mreže {#pogreske-cjevovodi .unnumbered .unlisted}"
prije,source/d03_tipicne_pogreske_po_poglavljima.md,251,reziduale,"### 13 · Gubitci, cjevovodi, crpke i mreže {#pogreske-cjevovodi .unnumbered .unlisted}"
poslije,source/d03_tipicne_pogreske_po_poglavljima.md,227,validacijom,### 12 · Diferencijalni opis realnog toka {#pogreske-realni-tok .unnumbered .unlisted}
poslije,source/d03_tipicne_pogreske_po_poglavljima.md,233,diskretizaciju,### 12 · Diferencijalni opis realnog toka {#pogreske-realni-tok .unnumbered .unlisted}
poslije,source/d03_tipicne_pogreske_po_poglavljima.md,237,mreže,"### 13 · Gubitci, cjevovodi, crpke i mreže {#pogreske-cjevovodi .unnumbered .unlisted}"
poslije,source/d03_tipicne_pogreske_po_poglavljima.md,251,reziduale,"### 13 · Gubitci, cjevovodi, crpke i mreže {#pogreske-cjevovodi .unnumbered .unlisted}"
prije,source/d04_numericka_mehanika_fluida.md,5,CFD,## Mehanika fluida i numerika — pregled
prije,source/d04_numericka_mehanika_fluida.md,11,mrežama,## Opseg dodatka {#što-se-ovdje-neće-dogoditi}
prije,source/d04_numericka_mehanika_fluida.md,12,validacije; verifikacije,## Opseg dodatka {#što-se-ovdje-neće-dogoditi}
prije,source/d04_numericka_mehanika_fluida.md,14,diskretizacijskih,## Opseg dodatka {#što-se-ovdje-neće-dogoditi}
prije,source/d04_numericka_mehanika_fluida.md,23,CFD; Računalno,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,26,VOF,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,27,VOF,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,28,DNS; mrežu,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,29,LES,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,30,RANS,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,33,MRF; mreže,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,34,mreža; mreže,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,35,mreža,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,36,**y+**; y^+,## Pojmovnik numeričkih metoda
prije,source/d04_numericka_mehanika_fluida.md,45,Fluent; OpenFOAM; diskretizacija,## Primjeri alata
prije,source/d04_numericka_mehanika_fluida.md,47,mreža,## Primjeri alata
prije,source/d04_numericka_mehanika_fluida.md,48,ParaView,## Primjeri alata
prije,source/d04_numericka_mehanika_fluida.md,50,CFD,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,52,CFD; računalnoj,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,54,CFD,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,56,mreže,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,60,VOF,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,64,forceCoeffs,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,69,RANS,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,70,verifikacijska,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,72,MRF; mreža,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,73,MRF,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,76,VOF,## Rječnik MF1 → CFD: prijevod pojmova
prije,source/d04_numericka_mehanika_fluida.md,78,CFD,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,80,CFD,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,87,VOF,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,88,VOF,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,89,Force Reports,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,91,verifikaciju,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,95,MRF; mreža,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,96,mreže,## Kako se MF1 jednadžbe slažu u CFD slici
prije,source/d04_numericka_mehanika_fluida.md,99,CFD,## Kada CFD ne treba: granice primjenjivosti
prije,source/d04_numericka_mehanika_fluida.md,101,CFD; Računalna,## Kada CFD ne treba: granice primjenjivosti
prije,source/d04_numericka_mehanika_fluida.md,106,CFD,## Kada CFD ne treba: granice primjenjivosti
prije,source/d04_numericka_mehanika_fluida.md,107,CFD,## Kada CFD ne treba: granice primjenjivosti
prije,source/d04_numericka_mehanika_fluida.md,113,CFD,## Kada CFD ne treba: granice primjenjivosti
prije,source/d04_numericka_mehanika_fluida.md,122,mreži,## Kako procijeniti računski trošak
prije,source/d04_numericka_mehanika_fluida.md,123,mreže,## Kako procijeniti računski trošak
prije,source/d04_numericka_mehanika_fluida.md,126,mrežu,## Kako procijeniti računski trošak
prije,source/d04_numericka_mehanika_fluida.md,128,CFD,## Tipičan CFD tijek na primjeru iz MF1: Venturijeva cijev
prije,source/d04_numericka_mehanika_fluida.md,130,CFD,## Tipičan CFD tijek na primjeru iz MF1: Venturijeva cijev
prije,source/d04_numericka_mehanika_fluida.md,136,Mreža,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,138,diskretizira; mrežu,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,140,mreže,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,142,y^+,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,144,mreža,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,158,reziduala,### Korak 4 — Rješavač i iteracijska konvergencija []{#korak-4-rješavač-i-iteracijska-konvergencija} {#korak-4-solver-i-iteracijska-konvergencija .unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,160,Verifikacija,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,162,Reziduali; Verifikacija; diskretizacijsku; mrežama; mreže; mrežna,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,164,verifikacijska,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,168,cfd; verifikacija,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,172,Validacija,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,174,Validacija; numerička nesigurnost,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,176,CFD,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,178,validacija; verifikacija,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
prije,source/d04_numericka_mehanika_fluida.md,182,cfd,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,186,GCI; cfd; mreže; reziduali,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,187,GCI; cfd; mreže; reziduali; validacija; verifikacija,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,188,cfd; mreže; mrežni; validaciju,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,190,GCI; mrežama; mrežnu,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,192,CFD; mreža,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,194,CFD,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,196,CFD; GCI; Numerička nesigurnost; diskretizaciju,## Tri pripremljena V&V paketa
prije,source/d04_numericka_mehanika_fluida.md,206,CFD,## Što čitati dalje
prije,source/d04_numericka_mehanika_fluida.md,211,OpenFOAM,## Što čitati dalje
prije,source/d04_numericka_mehanika_fluida.md,212,CFD,## Što čitati dalje
prije,source/d04_numericka_mehanika_fluida.md,217,Računalna; mreži; računalni,## Sažetak
prije,source/d04_numericka_mehanika_fluida.md,219,CFD; mreže,## Sažetak
poslije,source/d04_numericka_mehanika_fluida.md,3,CFD,## Mehanika fluida i numerika — pregled
poslije,source/d04_numericka_mehanika_fluida.md,8,Numerički most,## Opseg dodatka {#što-se-ovdje-neće-dogoditi}
poslije,source/d04_numericka_mehanika_fluida.md,10,cfd,## Opseg dodatka {#što-se-ovdje-neće-dogoditi}
poslije,source/d04_numericka_mehanika_fluida.md,15,CFD; reziduala,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,20,cfd; diskretizacije,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,21,DNS; LES; RANS,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,23,cfd,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,24,MRF; mreža; mreže,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,25,VOF,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,26,y^+,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,27,GCI; cfd; diskretizacijske,## Pojmovnik numeričkih metoda
poslije,source/d04_numericka_mehanika_fluida.md,31,OpenFOAM; ParaView; force report; forceCoeffs; openfoam,## Primjeri alata
poslije,source/d04_numericka_mehanika_fluida.md,35,CFD; cfd,## Rječnik MF1 → CFD: prijevod pojmova {#sec-cfd-mapa}
poslije,source/d04_numericka_mehanika_fluida.md,37,cfd,## Rječnik MF1 → CFD: prijevod pojmova {#sec-cfd-mapa}
poslije,source/d04_numericka_mehanika_fluida.md,39,CFD,## Rječnik MF1 → CFD: prijevod pojmova {#sec-cfd-mapa}
poslije,source/d04_numericka_mehanika_fluida.md,52,RANS,## Rječnik MF1 → CFD: prijevod pojmova {#sec-cfd-mapa}
poslije,source/d04_numericka_mehanika_fluida.md,58,CFD; cfd,## Kako se MF1 jednadžbe slažu u CFD slici {#sec-cfd-polja-izlazi}
poslije,source/d04_numericka_mehanika_fluida.md,60,cfd,## Kako se MF1 jednadžbe slažu u CFD slici {#sec-cfd-polja-izlazi}
poslije,source/d04_numericka_mehanika_fluida.md,74,CFD; cfd,## Kada CFD ne treba: granice primjenjivosti {#sec-cfd-kada-ne-treba}
poslije,source/d04_numericka_mehanika_fluida.md,76,CFD; cfd,## Kada CFD ne treba: granice primjenjivosti {#sec-cfd-kada-ne-treba}
poslije,source/d04_numericka_mehanika_fluida.md,84,mreža,## Kada CFD ne treba: granice primjenjivosti {#sec-cfd-kada-ne-treba}
poslije,source/d04_numericka_mehanika_fluida.md,85,CFD,## Kada CFD ne treba: granice primjenjivosti {#sec-cfd-kada-ne-treba}
poslije,source/d04_numericka_mehanika_fluida.md,87,CFD; mrežni,## Kada CFD ne treba: granice primjenjivosti {#sec-cfd-kada-ne-treba}
poslije,source/d04_numericka_mehanika_fluida.md,93,mreža; mrežu,## Kako procijeniti računski trošak
poslije,source/d04_numericka_mehanika_fluida.md,95,CFD; cfd,## Tipičan CFD tijek na primjeru iz MF1: Venturijeva cijev {#sec-cfd-venturi}
poslije,source/d04_numericka_mehanika_fluida.md,97,cfd,## Tipičan CFD tijek na primjeru iz MF1: Venturijeva cijev {#sec-cfd-venturi}
poslije,source/d04_numericka_mehanika_fluida.md,99,mreža; mreže; validacija,## Tipičan CFD tijek na primjeru iz MF1: Venturijeva cijev {#sec-cfd-venturi}
poslije,source/d04_numericka_mehanika_fluida.md,105,Mreža,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,107,y^+,### Korak 2 — Mreža {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,117,cfd; rezidual; reziduale,### Korak 4 — Rješavač i iteracijska konvergencija []{#korak-4-rješavač-i-iteracijska-konvergencija} {#korak-4-solver-i-iteracijska-konvergencija .unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,119,Verifikacija,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,121,Verifikacija; cfd; diskretizacijska,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,125,reziduali,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,127,Mrežna,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,135,cfd; verifikacija,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,137,diskretizaciji,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,139,GCI; mreže; numeričke nesigurnosti,### Korak 5 — Verifikacija numeričkog rješenja {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,141,Validacija,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,143,Validacija; cfd; numeričke nesigurnosti,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,145,mrežna,### Korak 6 — Validacija fizikalnog modela {.unnumbered .unlisted .mf1-step}
poslije,source/d04_numericka_mehanika_fluida.md,147,cfd,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,149,cfd; validaciju,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,153,GCI; cfd; mreže; reziduali,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,154,CFD; cfd; mreže,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,155,cfd; mrežni; validaciju,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,157,cfd,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,159,GCI; reziduali,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,163,GCI; numeričku nesigurnost,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,165,CFD,## Tri pripremljena V&V paketa {#sec-cfd-vv-paketi}
poslije,source/d04_numericka_mehanika_fluida.md,175,OpenFOAM; cfd; diskretizaciju; openfoam,## Što čitati dalje
poslije,source/d04_numericka_mehanika_fluida.md,180,CFD,## Sažetak
prije,source/d05_literatura.md,23,cfd; diskretizacijske; validacije; verifikacije,## Numerička mehanika fluida
poslije,source/d05_literatura.md,23,cfd; diskretizacijske; validacije; verifikacije,## Numerička mehanika fluida
prije,source/d06_kljuc_kontrolnih_rezultata.md,743,cfd; mreže,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,745,cfd,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,747,CFD; mreže; mrežu,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,751,CFD; mreža; reziduali; validaciju,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,753,mreže,"## Gubitci, cjevovodi, crpke i mreže"
prije,source/d06_kljuc_kontrolnih_rezultata.md,791,rezidual,### Z4. Radna točka hrapavog voda {#key-task-radna-tocka-hrapavog-voda .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,793,reziduala,### Z4. Radna točka hrapavog voda {#key-task-radna-tocka-hrapavog-voda .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,923,rezidual,### Z5. Provjera mjerenja hidrauličkog skoka {#key-task-skok-mjerenje .unnumbered .unlisted}
prije,source/d06_kljuc_kontrolnih_rezultata.md,925,rezidual,### Z5. Provjera mjerenja hidrauličkog skoka {#key-task-skok-mjerenje .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,743,cfd; mreže,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,745,cfd,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,747,CFD; mreže; mrežu,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,751,CFD; mreža; reziduali; validaciju,### Z6. Konvergencija i izbor mreže {#key-task-cfd-tri-mreze .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,753,mreže,"## Gubitci, cjevovodi, crpke i mreže"
poslije,source/d06_kljuc_kontrolnih_rezultata.md,791,rezidual,### Z4. Radna točka hrapavog voda {#key-task-radna-tocka-hrapavog-voda .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,793,reziduala,### Z4. Radna točka hrapavog voda {#key-task-radna-tocka-hrapavog-voda .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,923,rezidual,### Z5. Provjera mjerenja hidrauličkog skoka {#key-task-skok-mjerenje .unnumbered .unlisted}
poslije,source/d06_kljuc_kontrolnih_rezultata.md,925,rezidual,### Z5. Provjera mjerenja hidrauličkog skoka {#key-task-skok-mjerenje .unnumbered .unlisted}
prije,source/index.md,8,numerički pokus,
prije,source/index.md,28,Numerički pokus,## Numerički pokusi {#lajtmotivi-i-numerika}
poslije,source/index.md,8,numerički pokus,
poslije,source/index.md,28,Numerički pokus,## Numerički pokusi {#lajtmotivi-i-numerika}
prije,source/u00_kako_koristiti_udzbenik.md,5,računalnim,## O udžbeniku
prije,source/u00_kako_koristiti_udzbenik.md,18,mrežno,## Struktura rada s poglavljem
prije,source/u00_kako_koristiti_udzbenik.md,40,Numerički pokus,## Numerički pokusi i izdanja
prije,source/u00_kako_koristiti_udzbenik.md,42,Numerički pokus,## Numerički pokusi i izdanja
prije,source/u00_kako_koristiti_udzbenik.md,44,Mrežno; mrežne,## Numerički pokusi i izdanja
poslije,source/u00_kako_koristiti_udzbenik.md,5,CFD; numerički most,## O udžbeniku
poslije,source/u00_kako_koristiti_udzbenik.md,7,CFD; cfd; numerički most,## O udžbeniku
poslije,source/u00_kako_koristiti_udzbenik.md,20,mrežno,## Struktura rada s poglavljem
poslije,source/u00_kako_koristiti_udzbenik.md,42,Numerički pokus,## Numerički pokusi i izdanja
poslije,source/u00_kako_koristiti_udzbenik.md,44,CFD; Numerički pokus,## Numerički pokusi i izdanja
poslije,source/u00_kako_koristiti_udzbenik.md,46,Mrežno; mrežne,## Numerički pokusi i izdanja
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,106,Kako računalo,## Osnovne veličine
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,108,CFD; Računalo; računalna,## Osnovne veličine
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,110,računalne,## Osnovne veličine
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,253,Kako računalo,## Pascalov zakon
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,257,Računalo,## Pascalov zakon
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,643,Numerički most,### 4. Broj punih pumpnih hodova {.unnumbered .unlisted .mf1-step}
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,645,CFD,### 4. Broj punih pumpnih hodova {.unnumbered .unlisted .mf1-step}
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,649,CFD,### 4. Broj punih pumpnih hodova {.unnumbered .unlisted .mf1-step}
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,651,računalnoj,### 4. Broj punih pumpnih hodova {.unnumbered .unlisted .mf1-step}
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,681,Numerička poveznica,### Odgovori
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,685,Mreža; Računalo; mreže; mrežom; mrežu,### Odgovori
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,687,mreže,### Odgovori
prije,source/u01_osnove_fluida_i_pascalov_zakon.md,689,diskretizacija,### Odgovori
poslije,source/u01_osnove_fluida_i_pascalov_zakon.md,105,Kako računalo,## Osnovne veličine
poslije,source/u01_osnove_fluida_i_pascalov_zakon.md,107,CFD; Računalna,## Osnovne veličine
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,171,Računalo,### Newtonov zakon viskoznosti
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,200,numerički trag,### Newtonov zakon viskoznosti
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,202,Numerički trag,### Newtonov zakon viskoznosti
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,204,CFD; mreže; reziduale,### Newtonov zakon viskoznosti
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,321,numerički trag,## Površinska napetost i kontaktni kut
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,323,Numerički trag,## Površinska napetost i kontaktni kut
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,325,CFD; mreža,## Površinska napetost i kontaktni kut
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,327,mrežnu,## Površinska napetost i kontaktni kut
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,329,mreže; računalnom,## Površinska napetost i kontaktni kut
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,692,Numerički most,### 4. Je li kapilarnost sama dovoljna? {.unnumbered .unlisted .mf1-step}
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,696,VOF; diskretizirane,### 4. Je li kapilarnost sama dovoljna? {.unnumbered .unlisted .mf1-step}
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,730,Numerička poveznica,### Odgovori
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,734,Računalo; mreže,### Odgovori
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,736,mreže; mrežom; rezidual,### Odgovori
prije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,738,diskretizacije; verifikacije,### Odgovori
poslije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,193,Kako računalo,### Newtonov zakon viskoznosti
poslije,source/u02_viskoznost_povrsinska_napetost_i_kapilarnost.md,195,računalnom; računalo,### Newtonov zakon viskoznosti
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,45,računalni,### Diferencijalna jednadžba hidrostatike
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,174,numerički trag,## Matematički izvod
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,176,Numerički trag,## Matematički izvod
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,178,diskretizaciju; mrežu,## Matematički izvod
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,199,mrežama,## Otvoreni i zatvoreni spremnici
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,238,numerički trag,## Otvoreni i zatvoreni spremnici
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,240,Numerički trag,## Otvoreni i zatvoreni spremnici
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,242,diskretizacije; verifikacija,## Otvoreni i zatvoreni spremnici
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,654,mreži,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,656,mreži,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,664,Mreža,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,670,mreže,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,674,mreže,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,706,mreže,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
prije,source/u03_hidrostaticka_raspodjela_tlaka_i_manometrija.md,711,Numerički most,### 4. Tumačenje stanja {.unnumbered .unlisted .mf1-step}
